val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9
942,823,42,989,707,836,850,774,280,242,8,5,0,9,3,6,7,4,2,1
156,445,207,293,577,588,814,953,833,289,0,4,1,3,5,6,7,9,8,2
874,758,512,933,455,170,184,221,303,190,8,7,6,9,5,0,1,3,4,2
319,854,108,119,477,925,774,509,723,884,2,7,0,1,3,9,6,4,5,8
266,719,394,72,178,753,589,890,728,912,2,5,3,0,1,7,4,8,6,9
137,432,206,75,470,669,133,805,268,90,3,6,4,0,7,8,2,9,5,1
211,442,435,618,449,327,254,792,368,310,0,6,5,8,7,3,1,9,4,2
953,491,462,852,251,80,316,970,948,347,8,5,4,6,1,0,2,9,7,3
353,706,163,618,436,16,315,775,345,975,4,7,1,6,5,0,2,8,3,9
815,958,76,347,73,923,188,419,2,412,7,9,2,4,1,8,3,6,0,5
3,70,504,395,498,89,358,193,231,486,0,1,9,6,8,2,5,3,4,7
49,80,730,999,524,521,214,378,475,624,0,1,8,9,6,5,2,3,4,7
90,890,212,514,588,568,8,891,500,932,1,7,2,4,6,5,0,8,3,9
177,305,515,792,21,865,50,224,253,247,2,6,7,8,0,9,1,3,5,4
738,334,44,392,582,123,756,540,658,14,8,3,1,4,6,2,9,5,7,0
44,473,808,329,258,997,719,162,288,964,0,5,7,4,2,9,6,1,3,8
22,806,211,130,464,451,148,757,282,189,0,9,4,1,7,6,2,8,5,3
440,741,709,56,512,946,973,651,303,512,2,7,6,0,3,8,9,5,1,4
172,645,432,771,550,450,109,894,344,464,1,7,3,8,6,4,0,9,2,5
708,316,525,182,391,926,56,415,725,744,6,2,5,1,3,9,0,4,7,8
196,515,881,975,81,808,750,700,650,122,2,3,8,9,0,7,6,5,4,1
1,683,161,432,435,178,70,124,375,932,0,8,3,6,7,4,1,2,5,9
880,449,800,599,28,463,314,956,323,334,8,4,7,6,0,5,1,9,2,3
23,526,109,588,884,494,253,907,417,391,0,6,1,7,8,5,2,9,4,3
87,236,374,136,724,240,155,812,351,982,0,3,6,1,7,4,2,8,5,9
827,43,721,980,768,240,572,453,641,9,8,1,6,9,7,2,4,3,5,0
369,896,795,822,621,15,809,376,304,887,2,9,5,7,4,0,6,3,1,8
683,255,556,156,318,271,46,929,118,937,7,3,6,2,5,4,0,8,1,9
989,702,123,217,787,280,305,656,210,187,9,7,0,3,8,4,5,6,2,1
386,481,56,289,218,919,263,353,765,396,5,7,0,3,1,9,2,4,8,6
202,513,288,665,239,96,796,9,702,239,2,6,5,7,3,1,9,0,8,4
646,908,922,608,998,805,770,848,143,775,2,7,8,1,9,5,3,6,0,4
999,348,590,815,819,687,569,756,824,240,9,1,3,6,7,4,2,5,8,0
48,8,521,482,293,963,289,776,105,828,1,0,6,5,4,9,3,7,2,8
765,920,99,952,613,43,21,971,962,422,5,6,2,7,4,1,0,9,8,3
914,969,113,551,787,335,71,480,854,948,7,9,1,4,5,2,0,3,6,8
588,176,312,834,796,43,861,895,17,447,5,2,3,7,6,1,8,9,0,4
399,149,298,580,887,966,392,302,294,548,5,0,2,7,8,9,4,3,1,6
267,138,575,751,775,608,645,283,77,841,2,1,4,7,8,5,6,3,0,9
522,307,659,623,77,152,417,199,199,311,7,4,9,8,0,1,6,2,3,5
421,835,386,995,228,618,143,42,43,336,6,8,5,9,3,7,2,0,1,4
999,530,324,77,552,640,72,770,288,411,9,5,3,1,6,7,0,8,2,4
792,532,727,727,449,228,498,552,320,155,9,5,7,8,3,1,4,6,2,0
493,528,918,116,538,687,457,624,529,328,3,4,9,0,6,8,2,7,5,1
394,645,4,7,178,841,904,969,140,238,5,6,0,1,3,7,8,9,2,4
703,690,753,961,580,766,672,326,633,724,5,4,7,9,1,8,3,0,2,6
904,494,759,750,791,910,237,552,550,605,8,1,6,5,7,9,0,3,2,4
666,916,542,423,184,87,677,237,618,679,6,9,4,3,1,0,7,2,5,8
11,444,367,819,336,116,759,810,248,964,0,5,4,8,3,1,6,7,2,9
279,263,396,363,24,330,82,152,376,957,4,3,8,6,0,5,1,2,7,9
745,407,347,688,72,73,433,116,854,810,7,4,3,6,0,1,5,2,9,8
179,484,344,791,289,333,210,276,405,530,0,7,5,9,3,4,1,2,6,8
790,446,429,857,116,52,590,42,813,369,7,5,4,9,2,1,6,0,8,3
384,52,455,416,177,70,199,860,340,597,5,0,7,6,2,1,3,9,4,8
191,728,134,189,779,472,120,627,585,719,3,8,1,2,9,4,0,6,5,7
711,745,844,722,477,906,364,79,50,392,5,7,8,6,4,9,2,1,0,3
416,955,923,652,492,246,700,488,706,757,1,9,8,4,3,0,5,2,6,7
606,86,367,414,300,668,800,333,40,629,6,1,4,5,2,8,9,3,0,7
776,346,775,764,465,937,359,20,678,548,8,1,7,6,3,9,2,0,5,4
892,191,908,838,837,943,722,249,191,923,6,0,7,5,4,9,3,2,1,8
161,185,958,136,76,476,204,712,862,583,2,3,9,1,0,5,4,7,8,6
34,586,470,435,322,998,575,946,708,965,0,5,3,2,1,9,4,7,6,8
758,1,418,426,568,475,525,767,312,292,8,0,3,4,7,5,6,9,2,1
41,587,816,958,554,610,83,642,398,496,0,5,8,9,4,6,1,7,2,3
960,642,482,876,873,271,283,960,827,436,8,4,3,7,6,0,1,9,5,2
80,348,492,413,226,190,389,735,131,990,0,4,7,6,3,2,5,8,1,9
275,618,382,421,603,453,66,462,414,472,1,9,2,4,8,5,0,6,3,7
876,668,173,670,595,109,773,297,255,534,9,6,1,7,5,0,8,3,2,4
196,142,650,69,753,305,164,564,932,658,3,1,6,0,8,4,2,5,9,7
641,563,722,872,735,255,205,247,20,777,5,4,6,9,7,3,1,2,0,8
271,581,391,718,450,552,374,106,522,723,1,7,3,8,4,6,2,0,5,9
263,773,35,738,919,872,209,401,871,294,2,6,0,5,9,8,1,4,7,3
229,452,764,577,146,386,83,95,821,383,3,6,8,7,2,5,0,1,9,4
591,747,380,471,473,510,551,322,247,505,8,9,2,3,4,6,7,1,0,5
568,33,720,27,187,612,337,897,472,131,6,1,8,0,3,7,4,9,5,2
536,131,824,443,560,6,251,69,984,201,6,2,8,5,7,0,4,1,9,3
228,765,765,264,4,761,629,953,43,631,2,7,8,3,0,6,4,9,1,5
270,335,391,260,30,834,499,4,272,326,3,6,7,2,1,9,8,0,4,5
944,937,775,621,790,954,328,764,502,766,8,7,5,2,6,9,0,3,1,4
917,5,212,781,288,596,567,532,961,722,8,0,1,7,2,5,4,3,9,6
806,489,458,268,854,69,682,516,700,857,7,3,2,1,8,0,5,4,6,9
865,429,727,27,880,659,459,238,695,510,8,2,7,0,9,5,3,1,6,4
789,550,458,749,957,20,524,916,896,634,6,3,1,5,9,0,2,8,7,4
250,764,947,256,475,705,546,458,723,200,1,8,9,2,4,6,5,3,7,0
882,627,821,397,94,176,331,566,853,104,9,6,7,4,0,2,3,5,8,1
239,470,855,852,648,545,580,534,411,180,1,3,9,8,7,5,6,4,2,0
940,46,51,291,477,585,707,474,666,897,9,0,1,2,4,5,7,3,6,8
344,510,40,978,883,377,248,224,895,454,3,6,0,9,7,4,2,1,8,5
660,810,387,289,928,190,740,714,674,166,4,8,3,2,9,1,7,6,5,0
455,513,392,177,70,710,385,61,708,978,5,6,4,2,1,8,3,0,7,9
101,971,226,442,756,563,472,291,728,711,0,9,1,3,8,5,4,2,7,6
31,259,937,958,923,837,629,20,302,30,2,3,8,9,7,6,5,0,4,1
320,434,404,949,861,439,416,213,77,208,3,6,4,9,8,7,5,2,0,1
189,490,545,36,322,306,49,903,582,196,2,6,7,0,5,4,1,9,8,3
599,951,514,365,983,65,126,980,691,896,4,7,3,2,9,0,1,8,5,6
45,537,248,6,430,179,743,298,386,484,1,8,3,0,6,2,9,4,5,7
905,121,935,486,148,743,416,770,922,950,6,0,8,3,1,4,2,5,7,9
809,62,71,865,564,871,315,984,21,139,6,1,2,7,5,8,4,9,0,3
735,227,393,649,385,987,94,360,886,833,6,1,4,5,3,9,0,2,8,7
695,791,146,326,640,791,146,80,89,326,7,8,2,4,6,9,3,0,1,5
229,204,801,815,155,997,531,0,771,765,3,2,7,8,1,9,4,0,6,5
773,385,706,881,808,95,739,178,14,732,7,3,4,9,8,1,6,2,0,5
941,682,447,894,362,641,102,20,807,85,9,6,4,8,3,5,2,0,7,1
231,888,0,74,726,242,131,36,269,98,5,9,0,2,8,6,4,1,7,3
19,422,508,661,640,611,382,980,443,18,1,3,5,8,7,6,2,9,4,0
753,280,746,530,534,974,348,94,755,432,7,1,6,4,5,9,2,0,8,3
506,100,215,15,280,206,94,235,398,391,9,2,4,0,6,3,1,5,8,7
418,911,37,106,82,518,416,70,304,408,7,9,0,3,2,8,6,1,4,5
455,776,140,849,758,604,882,844,387,285,3,6,0,8,5,4,9,7,2,1
880,622,899,118,839,5,499,942,514,408,7,5,8,1,6,0,3,9,4,2
571,650,296,73,546,52,278,727,816,803,5,6,3,1,4,0,2,7,9,8
381,683,988,974,708,611,735,646,861,560,0,4,9,8,5,2,6,3,7,1
198,154,950,164,316,796,189,518,663,767,3,0,9,1,4,8,2,5,6,7
710,423,41,605,824,360,176,696,352,415,8,5,0,6,9,3,1,7,2,4
27,924,53,371,989,969,710,698,820,97,0,7,1,3,9,8,5,4,6,2
51,162,110,97,814,966,159,381,882,397,0,4,2,1,7,9,3,5,8,6
574,799,249,702,811,70,229,954,497,245,5,7,3,6,8,0,1,9,4,2
766,419,932,319,179,238,667,7,52,603,8,5,9,4,2,3,7,0,1,6
732,238,868,141,397,308,745,490,369,28,7,2,9,1,5,3,8,6,4,0
994,485,418,396,637,570,530,201,498,358,9,4,3,2,8,7,6,0,5,1
284,696,912,208,820,640,217,188,918,797,3,5,8,1,7,4,2,0,9,6
990,540,844,10,930,410,23,895,595,567,9,3,6,0,8,2,1,7,5,4
265,660,430,436,482,876,877,239,212,174,3,7,4,5,6,8,9,2,1,0
424,149,557,404,627,746,449,561,800,521,2,0,5,1,7,8,3,6,9,4
617,682,223,626,83,878,560,977,539,120,5,7,2,6,0,8,4,9,3,1
197,385,25,98,148,280,329,871,528,174,4,7,0,1,2,5,6,9,8,3
239,99,463,723,236,337,71,582,362,433,3,1,7,9,2,4,0,8,5,6
72,381,107,112,244,411,186,203,461,639,0,6,1,2,5,7,3,4,8,9
742,383,137,21,958,165,905,347,204,705,7,5,1,0,9,2,8,4,3,6
849,878,866,695,883,369,796,0,363,594,6,8,7,4,9,2,5,0,1,3
485,545,612,139,300,956,935,998,173,354,4,5,6,0,2,8,7,9,1,3
207,819,393,778,561,896,644,912,270,364,0,7,3,6,4,8,5,9,1,2
989,818,225,519,990,461,249,602,963,910,8,5,0,3,9,2,1,4,7,6
928,408,735,465,113,873,758,746,283,776,9,2,4,3,0,8,6,5,1,7
173,988,374,422,202,360,311,963,90,853,1,9,5,6,2,4,3,8,0,7
376,90,776,8,607,366,723,574,524,923,3,1,8,0,6,2,7,5,4,9
248,378,165,471,123,844,576,613,363,622,2,4,1,5,0,9,6,7,3,8
310,459,571,387,269,78,194,612,804,983,3,5,6,4,2,0,1,7,8,9
568,777,130,198,952,287,384,355,721,414,6,8,0,1,9,2,4,3,7,5
185,114,633,72,129,865,188,830,918,792,3,1,5,0,2,8,4,7,9,6
653,889,993,979,462,857,790,185,244,32,4,7,9,8,3,6,5,1,2,0
54,786,40,803,192,793,635,704,487,267,1,7,0,9,2,8,5,6,4,3
543,978,264,78,926,61,177,919,99,645,5,9,4,1,8,0,3,7,2,6
621,732,287,931,653,12,517,617,834,335,5,7,1,9,6,0,3,4,8,2
644,106,755,57,532,355,93,414,360,459,8,2,9,0,7,3,1,5,4,6
914,33,465,707,461,64,583,466,379,979,8,0,4,7,3,1,6,5,2,9
398,249,90,608,57,563,209,361,428,321,6,3,1,9,0,8,2,5,7,4
749,377,415,901,554,41,720,637,805,3,7,2,3,9,4,1,6,5,8,0
370,409,398,96,979,522,783,781,224,31,3,5,4,1,9,6,8,7,2,0
353,686,28,900,730,382,632,75,336,222,4,7,0,9,8,5,6,1,3,2
423,269,220,98,513,88,836,363,154,673,6,4,3,1,7,0,9,5,2,8
864,243,73,797,972,405,68,875,71,221,7,4,2,6,9,5,0,8,1,3
844,138,379,260,320,532,237,314,33,959,8,1,6,3,5,7,2,4,0,9
849,556,209,332,634,1,533,13,0,28,9,7,4,5,8,1,6,2,0,3
377,165,30,738,319,82,230,14,688,682,6,3,1,9,5,2,4,0,8,7
186,857,596,515,943,994,119,663,23,306,2,7,5,4,8,9,1,6,0,3
923,314,889,9,123,781,474,493,327,962,8,2,7,0,1,6,4,5,3,9
268,474,817,136,118,440,456,744,958,909,2,5,7,1,0,3,4,6,9,8
414,253,214,742,970,997,626,492,18,448,3,2,1,7,8,9,6,5,0,4
187,883,177,369,135,522,830,990,387,32,3,8,2,4,1,6,7,9,5,0
973,296,343,416,562,402,604,7,480,310,9,1,3,5,7,4,8,0,6,2
998,655,8,634,842,356,612,305,367,195,9,7,0,6,8,3,5,2,4,1
216,39,46,696,732,852,161,731,801,438,3,0,1,5,7,9,2,6,8,4
771,789,288,65,852,65,677,185,8,237,7,8,5,1,9,2,6,3,0,4
943,791,359,100,252,415,39,407,682,135,9,8,4,1,3,6,0,5,7,2
677,970,290,56,417,756,940,569,612,601,6,9,1,0,2,7,8,3,5,4
277,712,55,792,798,256,961,134,937,255,4,5,0,6,7,3,9,1,8,2
171,70,343,431,972,508,251,715,224,39,2,1,5,6,9,7,4,8,3,0
699,209,455,986,993,278,891,292,937,268,5,0,4,8,9,2,6,3,7,1
169,460,829,193,382,28,618,582,568,113,2,5,9,3,4,0,8,7,6,1
146,464,25,122,922,782,149,250,789,611,2,5,0,1,9,7,3,4,8,6
702,231,772,894,480,908,828,391,765,23,4,1,6,8,3,9,7,2,5,0
431,564,10,325,204,381,427,949,841,162,6,7,0,3,2,4,5,9,8,1
960,561,73,895,663,169,764,125,421,166,9,5,0,8,6,3,7,1,4,2
916,10,228,860,588,402,758,266,91,494,9,0,2,8,6,4,7,3,1,5
843,635,131,613,857,201,427,891,680,511,7,5,0,4,8,1,2,9,6,3
937,167,911,368,575,502,672,335,215,356,9,0,8,4,6,5,7,2,1,3
287,533,630,370,969,163,407,942,235,338,2,6,7,4,9,0,5,8,1,3
590,121,910,787,451,436,383,808,134,683,5,0,9,7,4,3,2,8,1,6
861,305,181,290,726,820,937,764,704,355,8,2,0,1,5,7,9,6,4,3
71,369,362,471,878,328,400,340,576,457,0,4,3,7,9,1,5,2,8,6
212,15,664,278,623,602,6,581,33,850,3,1,8,4,7,6,0,5,2,9
818,52,827,828,441,593,980,75,62,732,6,0,7,8,3,4,9,2,1,5
409,835,305,691,747,255,756,932,676,939,2,7,1,4,5,0,6,8,3,9
235,913,18,356,423,973,417,49,376,276,2,8,0,4,7,9,6,1,5,3
230,177,464,309,359,957,518,460,715,896,1,0,5,2,3,9,6,4,7,8
859,141,157,402,594,943,910,266,890,318,6,0,1,4,5,9,8,2,7,3
281,594,577,769,52,737,665,114,97,867,3,5,4,8,0,7,6,2,1,9
158,402,446,968,106,929,987,174,938,403,1,3,5,8,0,6,9,2,7,4
446,64,317,951,135,0,989,172,285,4,7,2,6,8,3,0,9,4,5,1
594,748,927,687,251,660,147,191,782,86,4,7,9,6,3,5,1,2,8,0
117,877,325,380,629,60,780,401,745,988,1,8,2,3,5,0,7,4,6,9
926,603,287,695,266,768,641,524,976,649,8,3,1,6,0,7,4,2,9,5
322,727,619,508,754,823,326,513,732,24,1,6,5,3,8,9,2,4,7,0
102,151,846,757,427,463,94,233,619,340,1,2,9,8,5,6,0,3,7,4
213,855,714,259,128,793,95,0,35,663,4,9,7,5,3,8,2,0,1,6
773,434,186,592,196,548,293,386,608,608,9,4,0,6,1,5,2,3,7,8
47,679,816,351,363,999,909,156,300,123,0,6,7,4,5,9,8,2,3,1
17,283,117,128,715,336,165,446,701,866,0,4,1,2,8,5,3,6,7,9
400,860,555,542,973,752,318,105,10,97,4,8,6,5,9,7,3,2,0,1
909,633,833,274,946,847,50,254,815,754,8,3,6,2,9,7,0,1,5,4
817,396,996,183,690,294,995,856,757,766,6,2,9,0,3,1,8,7,4,5
531,645,963,339,399,828,600,507,570,101,4,7,9,1,2,8,6,3,5,0
598,932,509,63,818,2,683,850,520,503,5,9,3,1,7,0,6,8,4,2
210,963,917,327,698,716,591,815,918,68,1,9,7,2,4,5,3,6,8,0
52,789,553,918,756,444,489,53,454,716,0,8,5,9,7,2,4,1,3,6
83,797,814,780,364,921,374,995,557,26,1,6,7,5,2,8,3,9,4,0
376,963,18,875,366,970,934,210,923,473,3,8,0,5,2,9,7,1,6,4
883,262,523,807,599,674,255,888,810,15,8,2,3,6,4,5,1,9,7,0
860,75,125,659,47,481,854,197,146,441,9,1,2,7,0,6,8,4,3,5
419,631,450,10,764,564,135,991,88,308,4,7,5,0,8,6,2,9,1,3
30,69,154,428,839,568,375,63,687,939,0,2,3,5,8,6,4,1,7,9
109,836,450,131,751,70,466,331,894,294,1,8,5,2,7,0,6,4,9,3
285,50,644,316,720,99,552,1,780,867,3,1,6,4,7,2,5,0,8,9
973,896,957,253,391,431,149,992,367,313,8,6,7,1,4,5,0,9,3,2
550,614,215,56,318,306,158,100,728,519,7,8,3,0,5,4,2,1,9,6
119,238,408,465,778,823,712,407,367,108,1,2,5,6,8,9,7,4,3,0
14,732,254,791,152,573,654,45,482,580,0,8,3,9,2,5,7,1,4,6
357,212,654,958,258,382,567,978,989,142,3,1,6,7,2,4,5,8,9,0
904,171,713,703,219,723,532,423,887,130,9,1,6,5,2,7,4,3,8,0
268,725,273,173,792,921,204,14,670,620,3,7,4,1,8,9,2,0,6,5
549,236,772,179,56,655,686,771,116,154,5,4,9,3,0,6,7,8,1,2
427,84,294,159,908,232,357,385,579,947,6,0,3,1,8,2,4,5,7,9
163,500,359,656,431,548,844,469,618,984,0,4,1,7,2,5,8,3,6,9
779,305,371,831,524,720,510,456,136,898,7,1,2,8,5,6,4,3,0,9
827,722,422,150,629,167,793,429,924,210,8,6,3,0,5,1,7,4,9,2
386,613,204,784,76,667,237,399,516,512,3,7,1,9,0,8,2,4,6,5
988,482,409,354,735,686,585,726,556,483,9,2,1,0,8,6,5,7,4,3
71,724,992,108,201,594,891,630,980,28,1,6,9,2,3,4,7,5,8,0
546,667,957,998,732,252,69,166,185,49,5,6,8,9,7,4,1,2,3,0
343,391,824,970,395,876,582,100,471,384,1,3,7,9,4,8,6,0,5,2
822,382,900,210,168,826,544,716,784,937,6,2,8,1,0,7,3,4,5,9
814,59,740,805,339,580,75,321,43,72,9,1,7,8,5,6,3,4,0,2
703,547,92,741,357,359,498,47,518,107,8,7,1,9,3,4,5,0,6,2
565,631,259,430,789,710,971,628,899,831,2,4,0,1,6,5,9,3,8,7
222,972,996,426,245,656,788,638,997,913,0,7,8,2,1,4,5,3,9,6
907,191,390,953,942,123,290,94,716,408,7,2,4,9,8,1,3,0,6,5
452,11,470,368,4,448,527,619,810,370,5,1,6,2,0,4,7,8,9,3
494,28,337,107,52,444,298,606,256,811,7,0,5,2,1,6,4,8,3,9
159,856,125,709,843,78,609,149,122,705,4,9,2,7,8,0,5,3,1,6
676,613,866,12,465,747,540,504,331,219,7,6,9,0,3,8,5,4,2,1
961,521,378,794,880,419,903,494,800,776,9,3,0,5,7,1,8,2,6,4
430,262,366,169,968,856,860,766,294,858,4,1,3,0,9,6,8,5,2,7
258,875,474,829,491,431,742,148,282,452,1,9,5,8,6,3,7,0,2,4
946,242,924,176,192,280,677,344,410,934,9,2,7,0,1,3,6,4,5,8
577,324,414,9,246,965,345,319,691,600,6,3,5,0,1,9,4,2,8,7
959,813,862,586,584,215,760,585,603,96,9,7,8,4,2,1,6,3,5,0
550,542,644,916,760,577,881,682,837,573,1,0,4,9,6,3,8,5,7,2
927,373,59,665,562,396,62,493,348,468,9,3,0,8,7,4,1,6,2,5
304,379,458,235,528,554,386,657,243,979,2,3,5,0,6,7,4,8,1,9
385,847,260,344,283,161,358,847,362,293,7,8,1,4,2,0,5,9,6,3
278,945,541,636,408,317,535,668,117,842,1,9,5,6,3,2,4,7,0,8
970,207,986,26,921,826,158,450,862,121,8,3,9,0,7,5,2,4,6,1
210,663,468,631,468,267,300,600,312,136,1,9,5,8,6,2,3,7,4,0
833,183,292,455,878,16,579,617,75,764,8,2,3,4,9,0,5,6,1,7
386,107,474,737,523,307,173,425,881,712,3,0,5,8,6,2,1,4,9,7
180,883,671,243,422,409,111,521,276,665,1,9,8,2,5,4,0,6,3,7
90,410,581,538,18,644,923,890,807,485,1,2,5,4,0,6,9,8,7,3
273,266,749,500,670,174,134,369,845,546,3,2,8,5,7,1,0,4,9,6
843,553,697,46,547,654,1,402,294,782,9,5,7,1,4,6,0,3,2,8
191,550,641,538,355,432,211,834,324,614,0,6,8,5,3,4,1,9,2,7
307,756,76,802,194,183,654,176,597,129,5,8,0,9,4,3,7,2,6,1
971,2,987,389,581,358,980,854,377,600,7,0,9,3,4,1,8,6,2,5
131,929,303,104,475,801,994,195,17,669,2,8,4,1,5,7,9,3,0,6
200,761,282,390,803,719,739,971,218,312,0,7,2,4,8,5,6,9,1,3
875,304,33,421,103,205,736,56,773,99,9,5,0,6,3,4,7,1,8,2
844,244,58,127,30,29,325,18,431,868,8,5,3,4,2,1,6,0,7,9
329,347,867,121,329,191,260,514,537,530,3,5,9,0,4,1,2,6,8,7
135,974,248,19,724,483,52,375,344,539,2,9,3,0,8,6,1,5,4,7
680,415,412,553,374,899,544,773,155,771,6,3,2,5,1,9,4,8,0,7
251,330,64,32,627,447,599,873,43,474,3,4,2,0,8,5,7,9,1,6
740,234,535,737,935,599,431,595,703,592,8,0,2,7,9,5,1,4,6,3
214,413,411,825,168,106,663,180,924,686,3,5,4,8,1,0,6,2,9,7
875,170,182,5,557,398,657,820,386,379,9,1,2,0,6,5,7,8,4,3
551,328,427,587,754,524,778,144,6,434,6,2,3,7,8,5,9,1,0,4
737,627,564,911,277,88,669,675,322,317,8,5,4,9,1,0,6,7,3,2
57,394,779,69,519,62,904,877,151,718,0,4,7,2,5,1,9,8,3,6
606,997,636,949,163,854,824,875,209,922,2,9,3,8,0,5,4,6,1,7
933,708,656,876,52,588,829,536,16,702,9,6,4,8,1,3,7,2,0,5
212,422,702,514,141,109,491,991,398,53,3,5,8,7,2,1,6,9,4,0
636,559,897,252,416,237,263,941,747,798,5,4,8,1,3,0,2,9,6,7
897,949,3,195,481,540,412,460,106,238,8,9,0,2,6,7,4,5,1,3
927,278,436,745,890,230,812,794,111,321,9,2,4,5,8,1,7,6,0,3
652,631,416,175,477,601,751,287,387,363,8,7,4,0,5,6,9,1,3,2
143,647,201,691,750,881,968,817,276,588,0,4,1,5,6,8,9,7,2,3
738,139,967,5,875,934,145,693,101,487,6,2,9,0,7,8,3,5,1,4
831,3,917,573,540,608,575,401,515,703,8,0,9,4,3,6,5,1,2,7
548,78,383,534,618,837,357,467,608,112,6,0,3,5,8,9,2,4,7,1
707,683,36,454,563,710,247,39,522,782,7,6,0,3,5,8,2,1,4,9
972,327,629,885,463,391,927,726,853,701,9,0,3,7,2,1,8,5,6,4
993,703,234,39,844,884,269,727,624,484,9,5,1,0,7,8,2,6,4,3
815,922,779,983,482,173,229,657,758,140,7,8,6,9,3,1,2,4,5,0
918,319,6,980,356,391,965,492,256,80,7,3,0,9,4,5,8,6,2,1
971,700,609,155,709,236,0,225,847,243,9,6,5,1,7,3,0,2,8,4
689,668,770,97,449,589,248,247,516,297,8,7,9,0,4,6,2,1,5,3
724,224,901,956,86,48,920,735,243,333,5,2,7,9,1,0,8,6,3,4
53,983,422,772,362,462,995,661,264,661,0,8,3,7,2,4,9,5,1,6
630,706,937,481,711,973,645,171,653,858,2,5,8,1,6,9,3,0,4,7
621,220,990,903,882,243,964,740,806,921,2,0,9,6,5,1,8,3,4,7
66,102,676,411,262,873,228,246,250,993,0,1,7,6,5,8,2,3,4,9
594,322,666,174,873,158,6,790,788,757,4,3,5,2,9,1,0,8,7,6
384,116,545,408,8,96,165,366,863,947,5,2,7,6,0,1,3,4,8,9
561,471,613,5,355,560,958,739,303,223,6,4,7,0,3,5,9,8,2,1
635,789,657,314,14,679,799,259,694,323,4,8,5,2,0,6,9,1,7,3
880,526,544,815,133,8,758,324,758,947,8,3,4,7,1,0,5,2,6,9
456,417,372,829,642,643,387,385,754,671,4,3,0,9,5,6,2,1,8,7
994,5,37,652,799,379,648,605,961,857,9,0,1,5,6,2,4,3,8,7
33,390,335,879,245,581,737,831,103,701,0,4,3,9,2,5,7,8,1,6
838,808,768,900,639,699,952,820,90,563,7,5,4,8,2,3,9,6,0,1
431,824,710,674,844,424,831,136,685,394,3,7,6,4,9,2,8,0,5,1
376,497,878,677,29,656,22,341,67,242,5,6,9,8,1,7,0,4,2,3
955,28,867,830,313,173,550,813,647,353,9,0,8,7,2,1,4,6,5,3
325,563,15,735,820,567,439,480,329,667,1,5,0,8,9,6,3,4,2,7
278,235,19,312,978,453,493,230,639,548,3,2,0,4,9,5,6,1,8,7
54,922,277,396,510,476,563,929,691,272,0,8,2,3,5,4,6,9,7,1
15,773,908,214,223,929,814,605,620,60,0,6,8,2,3,9,7,4,5,1
971,121,561,477,860,95,289,385,38,709,9,2,6,5,8,1,3,4,0,7
963,254,486,954,688,394,457,164,944,840,9,1,4,8,5,2,3,0,7,6
340,672,12,816,102,455,581,757,154,766,3,6,0,9,1,4,5,7,2,8
712,483,812,766,624,909,245,132,747,952,4,2,7,6,3,8,1,0,5,9
416,243,251,203,189,252,702,223,995,4,7,4,5,2,1,6,8,3,9,0
810,248,992,263,55,417,866,62,271,731,7,2,9,3,0,5,8,1,4,6
579,286,181,914,867,423,841,620,528,930,4,1,0,8,7,2,6,5,3,9
344,916,538,567,756,675,734,651,695,246,1,9,2,3,8,5,7,4,6,0
323,780,564,428,560,975,428,747,625,311,1,8,5,2,4,9,3,7,6,0
684,113,94,635,916,0,176,702,889,61,6,3,2,5,9,0,4,7,8,1
512,719,144,296,35,928,682,980,750,688,3,6,1,2,0,8,4,9,7,5
797,431,885,440,0,554,280,696,92,117,8,4,9,5,0,6,3,7,1,2
834,645,986,325,896,133,261,554,750,593,7,5,9,2,8,0,1,3,6,4
610,354,210,139,6,91,915,642,281,890,6,5,3,2,0,1,9,7,4,8
208,105,595,231,917,773,606,895,604,150,2,0,4,3,9,7,6,8,5,1
217,611,89,769,53,394,896,612,907,449,2,5,1,7,0,3,8,6,9,4
852,833,47,269,224,309,684,171,617,360,9,8,0,3,2,4,7,1,6,5
687,149,287,388,253,129,201,871,435,392,8,1,4,5,3,0,2,9,7,6
874,509,257,924,797,843,11,761,385,639,8,3,1,9,6,7,0,5,2,4
177,327,350,266,289,37,221,607,326,614,1,6,7,3,4,0,2,8,5,9
0,548,785,743,877,38,541,973,318,650,0,4,7,6,8,1,3,9,2,5
566,150,236,743,7,262,475,55,639,463,7,2,3,9,0,4,6,1,8,5
638,949,577,501,924,379,678,858,224,358,5,9,4,3,8,2,6,7,0,1
313,144,26,380,988,842,893,106,119,143,5,4,0,6,9,7,8,1,2,3
286,553,287,187,950,214,726,592,448,540,2,6,3,0,9,1,8,7,4,5
6,501,783,84,73,538,456,502,617,772,0,4,9,2,1,6,3,5,7,8
276,624,676,213,420,683,311,618,428,671,1,6,8,0,3,9,2,5,4,7
119,763,209,468,69,369,823,135,22,412,2,8,4,7,1,5,9,3,0,6
32,747,35,128,370,95,678,629,931,81,0,8,1,4,5,3,7,6,9,2
999,645,547,438,578,510,273,414,525,927,9,7,5,2,6,3,0,1,4,8
89,791,440,620,704,549,172,344,812,931,0,7,3,5,6,4,1,2,8,9
